FY18/19 - CONDOMINIUM COMPARABLE PROPERTIES as of 01/05/2018  prepared on 02/01/2018,,,,,,,,,,,,,,,COMPARABLE RENTAL - 1,,,,,,,,,,,,,,,COMPARABLE RENTAL - 2,,,,,,,,,,,,,,,COMPARABLE RENTAL - 3,,,,,,,,,,,,,,
Boro-Block-Lot,Condominium,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles
1-00068-7501,1648-R1,80 JOHN STREET,FINANCIAL,R4  -ELEVATOR,145,1927,"186,512","9,413,261",50.47,"3,006,573",16.12,"6,406,688","51,566,999",276.48,1-00274-0014,75 MONROE STREET,LOWER EAST SIDE,D3  -ELEVATOR,24,1900,"10,785","505,601",46.88,"135,891",12.6,"369,710","2,279,000",211.31,0.76,1-00276-0022,53 MARKET STREET,LOWER EAST SIDE,C1  -WALK-UP,15,1921,"10,345","522,112",50.47,"166,761",16.12,"355,351","886,000",85.65,0.65,1-00274-0003,51 MONROE STREET,LOWER EAST SIDE,C4  -WALK-UP,20,1900,"9,910","542,176",54.71,"142,506",14.38,"399,670","1,839,000",185.57,0.76
1-01263-7501,1655-R1,16 WEST 48 STREET,MIDTOWN WEST,R4  -ELEVATOR,152,2005,"148,385","8,505,428",57.32,"1,924,553",12.97,"6,580,875","52,969,009",356.97,1-01037-0038,306 WEST 47 STREET,MIDTOWN WEST,D9  -ELEVATOR,14,1963,"7,185","410,838",57.18,"57,696",8.03,"353,142","2,014,000",280.31,0.52,1-01036-0028,305 WEST 45 STREET,MIDTOWN WEST,D3  -ELEVATOR,85,1914,"44,466","2,548,791",57.32,"576,724",12.97,"1,972,067","9,176,000",206.36,0.53,1-01041-0038,306 WEST 51 STREET,MIDTOWN WEST,D3  -ELEVATOR,38,1945,"25,482","1,518,727",59.6,"366,941",14.4,"1,151,786","6,940,000",272.35,0.54
1-01753-7502,1656-R1,50 EAST 129 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,18,2004,"15,023","477,281",31.77,"181,328",12.07,"295,953","2,348,000",156.29,1-01725-0033,2060 5 AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,25,1900,"25,482","888,048",34.85,"404,399",15.87,"483,649","1,741,000",68.32,0.24,1-01727-0006,55 WEST 129 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,40,1910,"38,700","1,205,892",31.16,"486,846",12.58,"719,046","1,609,000",41.58,0.24,1-01724-0053,40 WEST 127 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,24,1910,"22,164","704,150",31.77,"267,519",12.07,"436,631","3,615,000",163.1,0.26
1-01831-7501,1657-R1,245 WEST 115 STREET,HARLEM-CENTRAL,R2  -WALK-UP,20,1900,"7,852","298,690",38.04,"107,965",13.75,"190,725","1,531,000",194.98,1-01831-0013,233 WEST 115 STREET,HARLEM-CENTRAL,C4  -WALK-UP,13,1900,"10,104","485,598",48.06,"207,839",20.57,"277,759","1,206,000",119.36,0,1-01830-0057,272 WEST 115 STREET,HARLEM-CENTRAL,C4  -WALK-UP,20,1900,"9,330","354,727",38.02,"135,285",14.5,"219,442","1,030,000",110.4,0.05,1-01830-0058,274 WEST 115 STREET,HARLEM-CENTRAL,C4  -WALK-UP,20,1900,"9,330","354,913",38.04,"128,288",13.75,"226,625","1,023,000",109.65,0.05
1-00820-7504,1659-R1,16 WEST 19 STREET,FLATIRON,R4  -ELEVATOR,57,1906,"68,376","3,509,740",51.33,"692,649",10.13,"2,817,091","22,675,994",331.64,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9  -ELEVATOR,95,1911,"64,049","3,890,336",60.74,"1,289,947",20.14,"2,600,389","20,928,000",326.75,0.09,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5  -ELEVATOR,75,1907,"41,300","2,421,006",58.62,"876,799",21.23,"1,544,207","12,428,000",300.92,0.09,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D7  -ELEVATOR,38,1900,"33,638","1,832,262",54.47,"341,089",10.14,"1,491,173","12,004,000",356.86,0.25
1-01826-7502,1662-R1,220 WEST 111 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,24,1900,"18,540","560,650",30.24,"184,658",9.96,"375,992","2,974,003",160.41,1-01828-0032,1858 ADAM C POWELL BOULEVARD,HARLEM-CENTRAL,D1  -ELEVATOR,26,1920,"21,624","693,049",32.05,"273,976",12.67,"419,073","2,055,000",95.03,0.09,1-01828-0030,1854 ADAM C POWELL BOULEVARD,HARLEM-CENTRAL,D1  -ELEVATOR,28,1920,"27,510","827,226",30.07,"305,636",11.11,"521,590","2,516,000",91.46,0.09,1-01828-0034,200 WEST 113 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,84,1920,"43,946","1,328,927",30.24,"437,702",9.96,"891,225","5,992,000",136.35,0.09
1-00473-7503,1663-R1,425 BROOME STREET,SOHO,R4  -ELEVATOR,18,1874,"27,023","794,206",29.39,"255,367",9.45,"538,839","4,247,999",157.2,1-00514-0005,142 WOOSTER STREET,SOHO,D7  -ELEVATOR,12,1920,"17,845","620,292",34.76,"219,137",12.28,"401,155","8,290,000",464.56,0.35,1-00495-0033,229 MULBERRY STREET,LITTLE ITALY,D9  -ELEVATOR,60,1999,"67,300","1,897,187",28.19,"821,060",12.2,"1,076,127","26,615,000",395.47,0.2,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D7  -ELEVATOR,194,1991,"187,368","5,506,746",29.39,"2,347,721",12.53,"3,159,025","66,813,000",356.59,0.41
1-00858-7501,1664-R1,31 EAST 28 STREET,MURRAY HILL,R4  -ELEVATOR,22,1913,"42,940","2,055,538",47.87,"390,754",9.1,"1,664,784","13,399,996",312.06,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","14,962,384",46.15,"5,621,836",17.34,"9,340,548","75,203,000",231.96,1.52,1-00175-0033,365 BROADWAY,CIVIC CENTER,D7  -ELEVATOR,30,1920,"63,600","3,241,692",50.97,"698,328",10.98,"2,543,364","20,474,000",321.92,2.03,1-01401-0033,1130 3 AVENUE,UPPER EAST SIDE (59-79),D6  -ELEVATOR,158,1957,"286,755","13,726,962",47.87,"2,609,471",9.1,"11,117,491","89,472,000",312.02,1.89
1-01436-7503,1665-R1,1115 1 AVENUE,UPPER EAST SIDE (59-79),RR  -CONRENT,45,2005,"28,035","718,817",25.64,"270,818",9.66,"447,999","3,469,000",123.74,1-01347-0122,351 EAST 54 STREET,MIDTOWN EAST,D1  -ELEVATOR,12,2001,"9,938","163,083",16.41,"87,951",8.85,"75,132","531,000",53.43,0.35,1-01467-0036,420 EAST 73 STREET,UPPER EAST SIDE (59-79),C4  -WALK-UP,20,1910,"10,145","353,655",34.86,"106,117",10.46,"247,538","1,993,000",196.45,0.56, , , , , , , , , , , , , , , 
1-01607-7501,1669-R1,1200 5 AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,46,1928,"120,464","6,409,889",53.21,"1,812,983",15.05,"4,596,906","36,999,993",307.15,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","5,840,808",53.21,"1,652,023",15.05,"4,188,785","13,863,000",126.29,0.84,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1926,"127,395","6,484,406",50.9,"1,681,614",13.2,"4,802,792","42,329,000",332.27,0.68,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","6,868,635",53.58,"1,816,509",14.17,"5,052,126","27,826,000",217.06,1.05
1-02094-7501,1673-R1,706 RIVERSIDE DRIVE,HARLEM-UPPER,R4  -ELEVATOR,50,1913,"86,020","2,253,724",26.2,"1,089,013",12.66,"1,164,711","9,061,001",105.34,1-01990-0040,468 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D3  -ELEVATOR,38,1910,"67,518","1,664,319",24.65,"686,658",10.17,"977,661","10,865,000",160.92,1.5,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","2,875,948",26.2,"1,389,676",12.66,"1,486,272","13,863,000",126.29,2.86,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","3,406,115",26.57,"1,511,407",11.79,"1,894,708","27,826,000",217.06,3.16
1-01165-7505,1674-R1,2112 BROADWAY,UPPER WEST SIDE (59-79),R4  -ELEVATOR,29,1928,"90,440","4,605,205",50.92,"1,162,154",12.85,"3,443,051","27,713,000",306.42,1-01126-0029,135 CENTRAL PARK WEST,UPPER WEST SIDE (59-79),D3  -ELEVATOR,64,1906,"217,281","10,803,211",49.72,"3,011,515",13.86,"7,791,696","79,730,000",366.94,0.27,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","6,527,638",50.92,"1,647,293",12.85,"4,880,345","27,826,000",217.06,0.66,1-01249-0036,575 WEST END AVENUE,UPPER WEST SIDE (79-96),D3  -ELEVATOR,54,1915,"104,942","5,373,030",51.2,"1,542,647",14.7,"3,830,383","23,847,000",227.24,0.75
1-01946-7501,1681-R1,313 WEST 119 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,54,2006,"67,413","2,097,218",31.11,"750,307",11.13,"1,346,911","10,661,002",158.14,1-01962-0013,405 WEST 118 STREET,MORNINGSIDE HEIGHTS,D1  -ELEVATOR,24,1926,"25,603","738,134",28.83,"286,242",11.18,"451,892","2,261,000",88.31,0.25,1-01831-0056,246 WEST 116 STREET,HARLEM-CENTRAL,D7  -ELEVATOR,33,2005,"37,491","1,200,837",32.03,"387,282",10.33,"813,555","2,766,000",73.78,0.24,1-01826-0018,211 CENTRAL PARK NORTH,HARLEM-CENTRAL,D1  -ELEVATOR,25,1926,"30,224","940,269",31.11,"336,393",11.13,"603,876","3,197,000",105.78,0.47
1-01828-7505,1684-R1,2082 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R2  -WALK-UP,14,1900,"6,846","254,192",37.13,"107,003",15.63,"147,189","1,180,004",172.36,1-01829-0005,273 WEST 113 STREET,HARLEM-CENTRAL,C4  -WALK-UP,13,1920,"10,335","358,418",34.68,"142,106",13.75,"216,312","1,701,000",164.59,0.05,1-01826-0006,241 CENTRAL PARK NORTH,HARLEM-CENTRAL,C1  -WALK-UP,30,1900,"21,114","790,930",37.46,"304,253",14.41,"486,677","5,018,000",237.66,0.09,1-01830-0057,272 WEST 115 STREET,HARLEM-CENTRAL,C4  -WALK-UP,20,1900,"9,330","346,423",37.13,"145,828",15.63,"200,595","1,030,000",110.4,0.1
1-00525-7506,1685-R1,184 THOMPSON STREET,GREENWICH VILLAGE-CENTRAL,R4  -ELEVATOR,144,1910,"85,234","3,786,947",44.43,"1,133,612",13.3,"2,653,335","21,356,993",250.57,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1  -ELEVATOR,30,1929,"20,874","916,369",43.9,"293,071",14.04,"623,298","4,594,000",220.08,0.2,1-00532-0030,81 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,D5  -ELEVATOR,43,1900,"26,382","1,175,846",44.57,"372,250",14.11,"803,596","9,631,000",365.06,0.21,1-00504-0031,112 SULLIVAN STREET,SOHO,D1  -ELEVATOR,60,1920,"38,880","1,727,438",44.43,"517,104",13.3,"1,210,334","10,280,000",264.4,0.21
1-00621-7503,1688-R1,382 BLEECKER STREET,GREENWICH VILLAGE-WEST,R2  -WALK-UP,21,1914,"13,648","768,928",56.34,"211,817",15.52,"557,111","4,483,999",328.55,1-00622-0005,560 HUDSON STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,32,1900,"14,352","777,161",54.15,"243,984",17,"533,177","3,510,000",244.57,0.05,1-00622-0026,97 PERRY STREET,GREENWICH VILLAGE-WEST,C4  -WALK-UP,15,1910,"9,145","515,229",56.34,"141,930",15.52,"373,299","1,729,000",189.07,0.05,1-00622-0024,93 PERRY STREET,GREENWICH VILLAGE-WEST,C5  -WALK-UP,16,1900,"5,370","308,990",57.54,"53,432",9.95,"255,558","2,610,000",486.03,0.05
1-01914-7502,1690-R1,381 LENOX AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,19,2007,"27,715","902,123",32.55,"366,947",13.24,"535,176","4,253,002",153.45,1-01725-0033,2060 5 AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,25,1900,"25,482","829,439",32.55,"337,382",13.24,"492,057","1,741,000",68.32,0.21,1-01724-0053,40 WEST 127 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,24,1910,"22,164","653,395",29.48,"209,450",9.45,"443,945","3,615,000",163.1,0.23,1-01730-0009,45 WEST 132 STREET,HARLEM-CENTRAL,D3  -ELEVATOR,286,1959,"267,008","8,749,852",32.77,"3,316,239",12.42,"5,433,613","23,200,000",86.89,0.27
1-01250-7503,1692-R1,317 WEST 89 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,24,1920,"60,480","2,929,046",48.43,"902,966",14.93,"2,026,080","16,308,001",269.64,1-01249-0036,575 WEST END AVENUE,UPPER WEST SIDE (79-96),D3  -ELEVATOR,54,1915,"104,942","5,111,725",48.71,"1,760,927",16.78,"3,350,798","23,847,000",227.24,0.1,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","6,208,435",48.43,"1,913,936",14.93,"4,294,499","27,826,000",217.06,0.52,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","5,275,498",48.06,"1,734,350",15.8,"3,541,148","13,863,000",126.29,0.49
1-01510-7501,1698-R1,1438 3 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,94,1985,"138,096","6,795,704",49.21,"1,549,437",11.22,"5,246,267","42,227,012",305.78,1-01512-0044,15O EAST 84 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,64,1929,"36,935","1,827,913",49.49,"526,324",14.25,"1,301,589","10,379,000",281.01,0.1,1-01509-0006,107 EAST 80 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,33,1925,"52,272","2,557,146",48.92,"625,696",11.97,"1,931,450","15,751,000",301.33,0.1, , , , , , , , , , , , , , , 
1-01908-7502,1699-R1,138 WEST 124 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,21,1906,"46,991","1,123,085",23.9,"519,720",11.06,"603,365","4,629,001",98.51,1-01990-0040,468 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D3  -ELEVATOR,38,1910,"67,518","1,509,702",22.36,"577,954",8.56,"931,748","10,865,000",160.92,0.91,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","2,623,479",23.9,"1,214,045",11.06,"1,409,434","13,863,000",126.29,1.65,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","3,111,268",24.27,"1,306,297",10.19,"1,804,971","27,826,000",217.06,1.95
1-01569-7503,1701-R1,400 EAST 90 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,128,1999,"112,798","4,881,897",43.28,"1,065,941",9.45,"3,815,956","30,714,002",272.29,1-01570-0015,423 EAST 90 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,49,1987,"30,866","1,335,880",43.28,"291,684",9.45,"1,044,196","7,684,000",248.95,0.05,1-01567-0031,440 EAST 88 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,35,1929,"27,847","1,189,067",42.7,"301,305",10.82,"887,762","5,944,000",213.45,0.1,1-01567-0044,404 EAST 88 STREET,UPPER EAST SIDE (79-96),D1  -ELEVATOR,49,1930,"21,078","931,648",44.2,"210,148",9.97,"721,500","7,577,000",359.47,0.1
1-01887-7501,1703-R1,306 WEST 97 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,61,1920,"90,386","2,571,482",28.45,"789,070",8.73,"1,782,412","14,007,994",154.98,1-01868-0001,740 WEST END AVENUE,UPPER WEST SIDE (96-116),D3  -ELEVATOR,107,1915,"135,463","3,893,207",28.74,"1,468,419",10.84,"2,424,788","17,501,000",129.19,0.09,1-01869-0059,254 WEST 98 STREET,UPPER WEST SIDE (96-116),D1  -ELEVATOR,35,1920,"23,968","665,352",27.76,"242,316",10.11,"423,036","5,534,000",230.89,0.1,1-01888-0015,781 WEST END AVENUE,UPPER WEST SIDE (96-116),D3  -ELEVATOR,80,1927,"91,615","2,606,447",28.45,"799,799",8.73,"1,806,648","15,204,000",165.96,0.11
1-01054-7502,1706-R1,406 WEST 45 STREET,CLINTON,R4  -ELEVATOR,21,1920,"26,041","1,300,748",49.95,"397,125",15.25,"903,623","7,273,000",279.29,1-01053-0018,433 WEST 43 STREET,CLINTON,D3  -ELEVATOR,34,1900,"26,009","1,299,150",49.95,"396,637",15.25,"902,513","7,814,000",300.43,0.05,1-01053-0044,414 WEST 44 STREET,CLINTON,D1  -ELEVATOR,52,1930,"33,250","1,646,873",49.53,"592,515",17.82,"1,054,358","6,768,000",203.55,0.05,1-01053-0037,404 WEST 44 STREET,CLINTON,D1  -ELEVATOR,35,1901,"20,682","1,040,511",50.31,"302,784",14.64,"737,727","7,336,000",354.7,0.05
1-00916-7501,1708-R1,649 2 AVENUE,MURRAY HILL,R9  -CONDOPS,44,1960,"23,653","1,195,186",50.53,"349,828",14.79,"845,358","6,804,000",287.66,1-00918-0010,213 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,34,1925,"20,269","1,040,408",51.33,"316,196",15.6,"724,212","7,083,000",349.45,0.1,1-00918-0051,210 EAST 38 STREET,MURRAY HILL,D3  -ELEVATOR,40,1920,"22,820","1,143,282",50.1,"315,144",13.81,"828,138","6,915,000",303.02,0.1,1-00918-0007,207 EAST 37 STREET,MURRAY HILL,D3  -ELEVATOR,48,1925,"36,020","1,820,091",50.53,"532,736",14.79,"1,287,355","10,197,000",283.09,0.1
1-00821-7503,1709-R1,650 6 AVENUE,FLATIRON,R4  -ELEVATOR,67,1906,"95,000","5,174,650",54.47,"1,083,950",11.41,"4,090,700","32,929,021",346.62,1-00818-0010,43 WEST 16 STREET,FLATIRON,D9  -ELEVATOR,95,1911,"64,049","3,890,336",60.74,"1,289,947",20.14,"2,600,389","20,928,000",326.75,0.13,1-00818-0019,27 WEST 16 STREET,FLATIRON,D5  -ELEVATOR,75,1907,"41,300","2,421,006",58.62,"876,799",21.23,"1,544,207","12,428,000",300.92,0.13,1-00846-0041,220 PARK AVENUE SOUTH,FLATIRON,D7  -ELEVATOR,38,1900,"33,638","1,832,262",54.47,"341,089",10.14,"1,491,173","12,004,000",356.86,0.26
1-02095-7501,1710-R1,608 WEST 149 STREET,HARLEM-UPPER,R4  -ELEVATOR,46,2005,"67,805","2,121,618",31.29,"901,128",13.29,"1,220,490","9,668,015",142.59,1-02095-0023,611 WEST 148 STREET,HARLEM-UPPER,D1  -ELEVATOR,54,1924,"43,200","1,348,704",31.22,"560,304",12.97,"788,400","3,087,000",71.46,0,1-02096-0017,720 RIVERSIDE DRIVE,HARLEM-UPPER,D1  -ELEVATOR,78,1925,"85,836","2,710,701",31.58,"1,121,877",13.07,"1,588,824","2,710,000",31.57,0.05,1-02080-0011,545 WEST 148 STREET,HARLEM-UPPER,D1  -ELEVATOR,36,1920,"39,845","1,246,750",31.29,"529,540",13.29,"717,210","2,585,000",64.88,0.13
1-01930-7501,1712-R1,267 WEST 124 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,11,1910,"25,230","764,217",30.29,"317,393",12.58,"446,824","3,533,997",140.07,1-01990-0040,468 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D3  -ELEVATOR,38,1910,"67,518","1,940,467",28.74,"681,257",10.09,"1,259,210","10,865,000",160.92,0.77,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","3,324,903",30.29,"1,380,894",12.58,"1,944,009","13,863,000",126.29,1.67,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","3,930,428",30.66,"1,501,152",11.71,"2,429,276","27,826,000",217.06,1.98
1-01724-7501,1713-R1,50 WEST 127 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,23,2005,"32,150","950,997",29.58,"423,094",13.16,"527,903","4,159,006",129.36,1-01724-0053,40 WEST 127 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,24,1910,"22,164","587,568",26.51,"207,677",9.37,"379,891","3,615,000",163.1,0,1-01725-0033,2060 5 AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,25,1900,"25,482","753,758",29.58,"335,343",13.16,"418,415","1,741,000",68.32,0.05,1-01749-0014,23 EAST 124 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,29,1930,"21,932","670,242",30.56,"279,852",12.76,"390,390","1,991,000",90.78,0.18
1-02041-7503,1716-R1,2605 FRED DOUGLASS BOULEVARD,HARLEM-CENTRAL,R4  -ELEVATOR,14,1894,"18,306","669,633",36.58,"223,333",12.2,"446,300","3,580,999",195.62,1-02048-0011,337 WEST 138 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,67,1930,"50,250","1,771,815",35.26,"700,485",13.94,"1,071,330","2,666,000",53.05,0.06,1-02048-0025,582 ST NICHOLAS AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,96,1914,"65,382","2,391,674",36.58,"797,660",12.2,"1,594,014","6,409,000",98.02,0.08,1-02051-0039,672 ST NICHOLAS AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,48,1915,"42,144","1,542,049",36.59,"430,290",10.21,"1,111,759","5,988,000",142.08,0.23
1-02045-7502,1717-R1,102 BRADHURST AVENUE,HARLEM-CENTRAL,R9  -CONDOPS,135,2005,"164,085","4,387,633",26.74,"2,028,091",12.36,"2,359,542","18,371,000",111.96,1-02053-0026,313 EDGECOMBE AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,93,1902,"84,833","2,130,157",25.11,"777,919",9.17,"1,352,238","7,054,000",83.15,0.11,1-02053-0101,400 WEST 150 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,30,1926,"45,234","1,257,053",27.79,"535,571",11.84,"721,482","2,407,000",53.21,0.11,1-02053-0009,267 EDGECOMBE AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,84,1920,"45,072","1,205,225",26.74,"557,090",12.36,"648,135","6,230,000",138.22,0.11
1-01151-7502,1719-R1,10 WEST END AVENUE,UPPER WEST SIDE (59-79),R4  -ELEVATOR,170,2005,"213,067","10,050,370",47.17,"2,831,660",13.29,"7,218,710","58,102,991",272.7,1-01154-0156,247 THELONIOUS MONK CIRCLE,UPPER WEST SIDE (59-79),D5  -ELEVATOR,47,1907,"26,490","1,195,759",45.14,"227,549",8.59,"968,210","5,288,000",199.62,0.15,1-01067-0018,425 WEST 57 STREET,CLINTON,D1  -ELEVATOR,50,1940,"39,210","1,849,536",47.17,"521,101",13.29,"1,328,435","6,335,000",161.57,0.2,1-01067-0052,448 WEST 58 STREET,CLINTON,D1  -ELEVATOR,53,1926,"32,665","1,668,528",51.08,"429,871",13.16,"1,238,657","8,300,000",254.09,0.2
1-00822-7504,1726-R1,15 WEST 20 STREET,FLATIRON,R4  -ELEVATOR,17,1906,"41,659","1,922,563",46.15,"307,860",7.39,"1,614,703","12,997,001",311.99,1-00175-0033,365 BROADWAY,CIVIC CENTER,D7  -ELEVATOR,30,1920,"63,600","3,241,692",50.97,"698,328",10.98,"2,543,364","20,474,000",321.92,1.66,1-00134-0011,33 WARREN STREET,CIVIC CENTER,D6  -ELEVATOR,20,1930,"30,999","1,397,745",45.09,"360,518",11.63,"1,037,227","8,349,000",269.33,2.01,1-01332-0029,240 EAST 59 STREET,MIDTOWN EAST,D6  -ELEVATOR,167,1983,"324,212","14,962,384",46.15,"5,621,836",17.34,"9,340,548","75,203,000",231.96,1.96
1-01240-7502,1727-R1,220 WEST 93 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,58,1926,"116,997","4,720,829",40.35,"1,800,584",15.39,"2,920,245","23,504,999",200.9,1-01249-0036,575 WEST END AVENUE,UPPER WEST SIDE (79-96),D3  -ELEVATOR,54,1915,"104,942","4,263,793",40.63,"1,808,151",17.23,"2,455,642","23,847,000",227.24,0.32,1-01205-0029,315 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,43,1911,"109,769","4,388,565",39.98,"1,784,844",16.26,"2,603,721","13,863,000",126.29,0.3,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","5,172,628",40.35,"1,972,906",15.39,"3,199,722","27,826,000",217.06,0.46
1-01397-7505,1729-R1,140 EAST 63 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,86,1927,"128,842","6,226,934",48.33,"1,734,213",13.46,"4,492,721","36,162,002",280.67,1-01437-0041,330 EAST 63 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,90,1949,"70,992","3,391,288",47.77,"910,117",12.82,"2,481,171","15,778,000",222.25,0.25,1-01491-0004,985 5 AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,47,1969,"102,053","5,549,642",54.38,"1,072,577",10.51,"4,477,065","54,477,000",533.81,0.9,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1926,"127,395","6,157,000",48.33,"1,714,737",13.46,"4,442,263","42,329,000",332.27,1.31
1-01807-7501,1732-R1,414 EAST 120 STREET,HARLEM-EAST,R4  -ELEVATOR,12,2006,"9,745","252,785",25.94,"90,823",9.32,"161,962","1,255,996",128.89,1-01667-0042,210 EAST 118 STREET,HARLEM-EAST,D1  -ELEVATOR,27,2003,"29,280","791,731",27.04,"289,872",9.9,"501,859","2,899,000",99.01,0.29,1-01644-0011,123 EAST 116 STREET,HARLEM-EAST,D3  -ELEVATOR,20,1910,"12,565","316,512",25.19,"114,593",9.12,"201,919","768,000",61.12,0.51,1-01767-0047,166 EAST 119 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,24,1920,"26,400","684,816",25.94,"246,048",9.32,"438,768","3,138,000",118.86,0.39
